ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260420969VRFQQ,Đang chờ xử lý,230316012241762,2026-04-19 23:40:16,,2026-04-19 11:30:49,Hp_vn,1394512316,C2C(Non-CB),51058542624,"Điện thoại Samsung A17 5G (RAM 8GB + ROM 256GB) màn hình 6.7"" FHD+ | Camera chính 50MP | Pin 5000mAh | Hàng chính hãng S",400784771683,Normal Product,,Điện Thoại & Phụ Kiện,Điện thoại,,3999000,1,XTRA Comm,,3393965,,20.00%,20000,2.00%,67879.3,87879.3,20000,67879.3,87879.3,,0,0.00%,0,100.00%,87879.3,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
260420960Q1NG3,Đang chờ xử lý,230315704262067,2026-04-19 23:35:05,,2026-04-19 23:34:29,Hozzy.Kids,1052036949,Preferred(Non-CB),28687189512,"(23-60kg) Bộ ba lỗ sát nách bé trai Hozzy size đại chất thun cotton 100% mềm mại, thoáng mát(K18-1,K19-2)",253481557773,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,149000,1,XTRA Comm,,134100,,0.00%,0,10.00%,13410,13410,0,13410,13410,,0,0.00%,0,100.00%,13410,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,dammaxi,,,,,Others
26042095UQRVX2,Đang chờ xử lý,230315537259879,2026-04-19 23:32:18,,2026-04-16 22:15:13,NANABU FASHION,1213407565,Shopee Mall(Non-CB),25141923244,"Đồ bơi bé trai dài tay HB2506 - NANABU FASHION, Bộ bơi dài tay chống nắng co giãn thiết kế thời trang cho trẻ từ 16-65kg",198251162744,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Đồ bơi,163000,1,XTRA Comm,,163000,,0.00%,0,1.00%,1630,1630,0,1630,1630,,0,0.00%,0,100.00%,1630,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
26042095R68588,Đang chờ xử lý,230315418211417,2026-04-19 23:30:18,,2026-04-19 23:29:35,Tiệm may Ánh Dương Kids,1487654835,Preferred(Non-CB),24845476701,"(Tặng mặt gấu) Set đồ COTTON bé gái quần áo (CAPYBARA VÀ LABUBU, 3 MÀU) TMAD1",282539007163,Normal Product,441646341238924_0_0,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Com lê & đồ bộ,79000,1,XTRA Comm,,78000,,0.00%,0,10.00%,7800,7800,0,7800,7800,,0,0.00%,0,100.00%,7800,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,dammaxi,,,,,Others
26042095R68588,Đang chờ xử lý,230315418211417,2026-04-19 23:30:18,,2026-04-19 23:29:35,Tiệm may Ánh Dương Kids,1487654835,Preferred(Non-CB),46007374816,[HÀNG TẶNG KHÔNG BÁN - XIN ĐỪNG ĐẶT HÀNG - GIÁ 1 TRIỆU] TMAD2,350654763130,Normal Product,441646341238924_0_0,Mẹ & Bé,Đồ chơi,Khác,0,1,XTRA Comm,,0,,20.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,dammaxi,,,,,Others
26042095DNK11Y,Đang chờ xử lý,230315065206388,2026-04-19 23:24:25,,2026-04-19 23:14:40,MISUPS ,104593214,Shopee Mall(CB),25875925655,"MISUPS choàng cô dâu đám cưới, Khăn choàng cô dâu vải tuyn nhiều màu, Khăn choàng vải tuyn mềm cho nữ",226256999229,Normal Product,,Phụ Kiện Thời Trang,Khăn choàng,,116748,1,Shopee Comm,,100683,,20.00%,20000,0.00%,0,20000,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
260420956HQ97B,Đang chờ xử lý,230314826264722,2026-04-19 23:20:26,,2026-04-19 23:18:13,Eva Design- Sơ mi hoạ tiết,186526630,C2C(Non-CB),28629681843,Áo Sơ Mi Nữ Dài Tay Lụa Voan Mỏng Hoạ Tiết Sọc Đen,271661903884,Normal Product,,Thời Trang Nữ,Áo,Áo sơ mi,175000,1,XTRA Comm,,175000,,20.00%,20000,10.00%,17500,37500,20000,17500,37500,,0,0.00%,0,100.00%,37500,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
26042094NM1PC5,Đang chờ xử lý,230314258283107,2026-04-19 23:10:58,,2026-04-19 04:39:41,xưởng may Hoang Linh,1177072314,Preferred(Non-CB),43461068338,( AV- 014) Váy in logo Hellokitty  2025 dành cho bé gái từ 9-35kg,159241387848,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé gái,Váy,61410,1,XTRA Comm,,61410,,0.00%,0,5.00%,3070.5,3070.5,0,3070.5,3070.5,,0,0.00%,0,100.00%,3070.5,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260420943AE00J,Đang chờ xử lý,230313644226791,2026-04-19 23:00:45,,2026-04-19 22:50:20,G5.shop,726836886,Preferred(Non-CB),16667720933,"Váy kiểu nữ , Đầm maxi đũi xốp cổ yếm dáng babydoll suông dài cực xinh G5 K",365275192295,Normal Product,,Thời Trang Nữ,Đầm,,80000,1,XTRA Comm,,80000,,20.00%,16000,3.50%,2800,18800,16000,2800,18800,,0,0.00%,0,100.00%,18800,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
260419940Y3SHR,Đang chờ xử lý,230313565248939,2026-04-19 22:59:29,,2026-04-18 22:41:09,JUDIE Closet,1135916309,Preferred(Non-CB),29321657917,"Quần Suông Nữ Chất Dạ Umi Co Dãn Màu Da Báo Hottrend Dành Cho Nữ,Quần Suông Đẹp Cao Cấp JUDIE.Closet",177220742703,Normal Product,,Thời Trang Nữ,Quần,Quần dài,179900,1,XTRA Comm,,136809,,20.00%,20000,3.50%,4788.315,24788.315,20000,4788.315,24788.315,,0,0.00%,0,100.00%,24788.315,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,SetBoHePhoiSocDo,,,,Facebook
