"Lượt bắt đầu báo cáo","Lượt kết thúc báo cáo","Tên chiến dịch","Lượt phân phối chiến dịch","Kết quả","Chỉ báo kết quả","Chi phí trên mỗi kết quả","Ngân sách nhóm quảng cáo","Loại ngân sách nhóm quảng cáo","Số tiền đã chi tiêu (VND)","Lượt hiển thị","Người tiếp cận","Tổng số người liên hệ nhắn tin","Người liên hệ nhắn tin mới","Lượt mua","Kết thúc","Cài đặt ghi nhận","Chi phí trên mỗi lượt mua (VND)","Lượt bắt đầu cuộc trò chuyện qua tin nhắn","Chi phí trên mỗi lượt bắt đầu cuộc trò chuyện qua tin nhắn (VND)"
2026-04-15,2026-04-15,MuseStudio-dobolinento-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-combomutuidibien-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-tuicoimucoidibien-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-ChanVayChuA-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-ChanVayXoeBong-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-DepMERCY-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-quanjeannuongsuong-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-giaycaogotmuivuong-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-quanjeannuongsuong2-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-quanjeanloangbui-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-aosomiketayphong-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-aotodinhdaxanhdam2-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-dambodylechvai-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
2026-04-15,2026-04-15,MuseStudio-dambodynuluatochau-0416,not_delivering,,,,"Sử dụng ngân sách nhóm quảng cáo",0,0,0,0,,,,"Đang diễn ra","Lượt click trong 7 ngày hoặc lượt xem trong 1 ngày",,,
