ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260421BPJB800T,Đang chờ xử lý,230402195214846,2026-04-20 23:36:35,,2026-04-19 10:57:49,HoneyBeauty Official Store,1039240622,Preferred(CB),43202730486,HONEY BEAUTY Concealer Chống Thấm Nước Ba Màu Mặt Sẹo Acne Dark Circles Cover 4.5g,295225002503,Normal Product,,Sắc Đẹp,Trang điểm,Trang điểm mặt,112990,1,XTRA Comm,,103990,,20.00%,20000,2.50%,2599.75,22599.75,20000,2599.75,22599.75,,0,0.00%,0,100.00%,22599.75,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
260421BMW32823,Đang chờ xử lý,230400408252677,2026-04-20 23:06:49,,2026-04-20 22:34:19,DREJEW Cửa Hàng Trang Sức,635064195,Shopee Mall(CB),43152513374,"Phụ kiện nút tai DREJEW DIY (Mua riêng biệt không được vận chuyển, cần mua bằng bông tai)",280207386345,Normal Product,,Phụ Kiện Thời Trang,Bông tai,,11000,1,XTRA Comm,,10183,,20.00%,2036.6,4.00%,407.32,2443.92,2036.6,407.32,2443.92,,0,0.00%,0,100.00%,2443.92,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dambodynuluatochau,,,,Facebook
260421BMW32822,Đang chờ xử lý,230400408252677,2026-04-20 23:06:49,,2026-04-20 22:34:19,THẾ GIỚI ĐỒ BƠI,965382199,Preferred(Non-CB),29076317159,Áo bơi kín nữ tay dài chống UV đi biển - Bikini Passport - BS1004_NV,267298989602,Normal Product,,Thể Thao & Dã Ngoại,Thời Trang Thể Thao & Dã Ngoại,Đồ Bơi,340000,1,XTRA Comm,,257166,,20.00%,20000,4.00%,10286.64,30286.64,20000,10286.64,30286.64,,0,0.00%,0,100.00%,30286.64,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dambodynuluatochau,,,,Facebook
260421BMW32821,Đang chờ xử lý,230400408252677,2026-04-20 23:06:49,,2026-04-20 22:34:19,DREJEW Cửa Hàng Trang Sức,635064195,Shopee Mall(CB),28185037938,DREJEW 18k thật mạ vàng zircon hai lớp mặt dây chuyền vòng cổ mới đa năng xương đòn chuỗi ánh sáng sang trọng trang trí vòng cổ ,237754226722,Normal Product,,Phụ Kiện Thời Trang,Dây chuyền,,119380,2,XTRA Comm,,220985,,20.00%,20000,4.00%,8839.4,28839.4,20000,8839.4,28839.4,,0,0.00%,0,100.00%,28839.4,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dambodynuluatochau,,,,Facebook
260421BMW32820,Đang chờ xử lý,230400408252677,2026-04-20 23:06:49,,2026-04-20 22:34:19,Watsons Vietnam Official Store,193849872,Shopee Mall(Non-CB),26450504923,[HÀNG TẶNG KHÔNG BÁN]  Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu Bảo Vệ Hoàn Hảo SPF50+ PA++++ 12ml,226355018948,Normal Product,442642794627242_0_0,Sắc Đẹp,Chăm sóc da mặt,Kem chống nắng cho mặt,0,1,Shopee Comm,,0,,20.00%,0,0.00%,0,0,20000,487.86,20487.86,,0,0.00%,0,100.00%,20487.86,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dambodynuluatochau,,,,Facebook
260421BMW32820,Đang chờ xử lý,230400408252677,2026-04-20 23:06:49,,2026-04-20 22:34:19,Watsons Vietnam Official Store,193849872,Shopee Mall(Non-CB),27833622705,Băng Vệ Sinh Ngày và Đêm Mỏng Có Cánh Watsons Fresh Guard+ 29cm 18 Miếng,248196060018,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Chăm sóc phụ nữ,64500,1,XTRA Comm,,48786,,20.00%,1761,1.00%,487.86,2248.86,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dambodynuluatochau,,,,Facebook
260421BMW32820,Đang chờ xử lý,230400408252677,2026-04-20 23:06:49,,2026-04-20 22:34:19,Watsons Vietnam Official Store,193849872,Shopee Mall(Non-CB),43611807857,Serum Chống Nắng Nâng Tông Anessa Day Serum N Ngừa Lão Hóa Da SPF50+ PA++++ 30ml,300990100676,Normal Product,442642794627242_0_0,Sắc Đẹp,Chăm sóc da mặt,Kem chống nắng cho mặt,668000,1,Shopee Comm,,505256,,20.00%,18239,0.00%,0,18239,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dambodynuluatochau,,,,Facebook
260421BMS8Y04F,Chưa thanh toán,230400280227750,2026-04-20 23:04:41,,2026-04-20 07:12:38,Old Player World,1653546438,C2C(Non-CB),42224329420,"Tai nghe 6, 6plus chân tròn giắc cắm 3.5mm tai nghe có dây chân tròn, có hộp nhựa (7-14 không sử dụng Bluetooth)",149312947796,Normal Product,,Thiết Bị Âm Thanh,Tai nghe nhét tai & chụp tai,,24500,1,XTRA Comm,,18790,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Chưa thanh toán,Đơn hàng chưa được thanh toán do đang chờ Người mua hoàn tất thanh toán,Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,SetBoHePhoiSocDo,,,,Facebook
260420BKX19QFV,Đang chờ xử lý,230399366210529,2026-04-20 22:49:27,,2026-04-20 22:44:41,XƯỞNGMAYGIÁRẺ,214779964,C2C(Non-CB),41228987710,Áo len dệt kim cổ V phong cách Hàn Quốc dành cho nữ,375596838572,Normal Product,,Thời Trang Nữ,Áo len,,45000,1,XTRA Comm,,34175,,20.00%,6835,1.50%,512.625,7347.625,6835,512.625,7347.625,,0,0.00%,0,100.00%,7347.625,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dambodynuluatochau,,,,Others
260420BKDMTQH6,Đang chờ xử lý,230398816271584,2026-04-20 22:40:17,,2026-04-19 10:59:02,Nam Tổng Kho PCCC Toàn Quốc,1615080192,C2C(Non-CB),43427904908,"Mặt Nạ 3M 7502 Phòng Độc + 2 Phin Lọc 2097 – Lọc Bụi Mịn, Khói Hàn, Hóa Chất, An Toàn, Đeo Êm Thoáng",405415058789,Normal Product,,Nhà cửa & Đời sống,Dụng cụ & Thiết bị tiện ích,"Găng tay, kính bảo hộ & mặt nạ",139920,1,XTRA Comm,,129920,,20.00%,20000,5.00%,6496,26496,20000,6496,26496,,0,0.00%,0,100.00%,26496,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
