ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260424K8SR7Y7F,Đang chờ xử lý,230662289255962,2026-04-23 23:51:30,,2026-04-23 16:09:22,THE CÓI,1765431228,C2C(Non-CB),48706797047,(Vành 9cm) Nón dạ cao cấp đai da chóp cao bồi thời tran-THE CÓI,445608627969,Normal Product,,Phụ Kiện Thời Trang,Mũ,,210000,1,Shopee Comm,,178500,,20.00%,8768,0.00%,0,8768,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260424K8SR7Y7F,Đang chờ xử lý,230662289255962,2026-04-23 23:51:30,,2026-04-23 16:09:22,THE CÓI,1765431228,C2C(Non-CB),54506850093,Túi cói size 40 vintage đi biển cao cấp chất liệu tự nhiên-THE CÓI,307438002318,Normal Product,,Túi Ví Nữ,Túi đeo chéo & Túi đeo vai,,209000,1,Shopee Comm,,177650,,20.00%,8726,0.00%,0,8726,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260424K8SR7Y7F,Đang chờ xử lý,230662289255962,2026-04-23 23:51:30,,2026-04-23 16:09:22,THE CÓI,1765431228,C2C(Non-CB),55157832769,Vòng cổ đi biển chocker sao biển thời trang ốc sò hè 2026 THE CÓI,400696621223,Normal Product,,Phụ Kiện Thời Trang,Dây chuyền,,25000,1,Shopee Comm,,21250,,20.00%,1043,0.00%,0,1043,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260424K8SR7Y7F,Đang chờ xử lý,230662289255962,2026-04-23 23:51:30,,2026-04-23 16:09:22,THE CÓI,1765431228,C2C(Non-CB),57556776435,Khăn lụa chấm bi khăn voan chấm bi quàng cổ phong cách Hàn Quốc,365608454008,Normal Product,,Phụ Kiện Thời Trang,Khăn choàng,,35000,1,Shopee Comm,,29750,,20.00%,1463,0.00%,0,1463,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260424K6CN2UJH,Đang chờ xử lý,230659702244120,2026-04-23 23:08:27,,2026-04-23 13:38:51,Shop Mẹ & Bé SuSu,20665208,Preferred(Non-CB),26944292682,"Peptamen Junior 400g Nestlé –  Thuỷ Phân Toàn Phần Đạm Whey 100% – Hỗ Trợ Kém Hấp Thu, Rối Loạn Tiêu Hoá",345598366983,Normal Product,,Thực phẩm và đồ uống,Sữa - trứng,Sữa,533610,3,XTRA Comm,,1304480,,20.00%,20000,1.00%,13044.8,33044.8,20000,13044.8,33044.8,,0,0.00%,0,100.00%,33044.8,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260424K6AP4UEN,Đang chờ xử lý,230659636257161,2026-04-23 23:07:16,,2026-04-21 22:03:35,KUN_Official Store,410279164,Shopee Mall(Non-CB),7283299756,Sữa bắp non canxi LOF thùng 24 hộp x 180ml,395687102443,Normal Product,,Thực phẩm và đồ uống,Đồ uống,Sữa thực vật,207000,1,XTRA Comm,,196650,,20.00%,20000,4.00%,7866,27866,20000,7866,27866,,0,0.00%,0,100.00%,27866,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,vaykhongtaycochuv,,,,,Others
260424K68P8MVQ,Đang chờ xử lý,230659569264390,2026-04-23 23:06:09,,2026-04-23 10:09:44,Cô Bốn Miền Trung,1435155206,C2C(Non-CB),58106106597,1 Kg Ram Giòn Bình Định - Ăn Chay Cũng Dùng Được,310555855153,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Khác,169000,1,XTRA Comm,,169000,,20.00%,20000,3.50%,5915,25915,20000,5915,25915,,0,0.00%,0,100.00%,25915,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,chanvayrendai,,,,Facebook
260424K608AMA2,Đang chờ xử lý,230659286213514,2026-04-23 23:01:27,,2026-04-23 10:38:48,CÔ BA BEAUTYYY AND KIDS,301481614,C2C(Non-CB),44057418986,Kính mắt mèo gọng kim loại xu hướng mới thời trang Hàn Quốc đa năng thường ngày chống nắng cao cấp UV400 ( CÔ BA ),128454377511,Normal Product,,Phụ Kiện Thời Trang,Kính mắt,Kính mát,65000,1,XTRA Comm,,52000,,20.00%,10400,1.00%,520,10920,18400,920,19320,,0,0.00%,0,100.00%,19320,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260424K608AMA2,Đang chờ xử lý,230659286213514,2026-04-23 23:01:27,,2026-04-23 10:38:48,CÔ BA BEAUTYYY AND KIDS,301481614,C2C(Non-CB),45301988463,Kẹp càng cua nơ xòe bản to hot trend 2025 thời trang xu hướng Hàn Quốc,370638849264,Normal Product,,Phụ Kiện Thời Trang,Phụ kiện tóc,Kẹp tóc,30000,1,XTRA Comm,,24000,,20.00%,4800,1.00%,240,5040,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260424K608AMA2,Đang chờ xử lý,230659286213514,2026-04-23 23:01:27,,2026-04-23 10:38:48,CÔ BA BEAUTYYY AND KIDS,301481614,C2C(Non-CB),46201993348,Kẹp Càng Cua Hoa Lưới Hình Bông Hoa Hot Trend Phong Cách Hàn Quốc Dễ Thương Cho Nữ,390192720628,Normal Product,,Phụ Kiện Thời Trang,Phụ kiện tóc,Kẹp tóc,20000,1,XTRA Comm,,16000,,20.00%,3200,1.00%,160,3360,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
