ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
26041845VH84M4,Đang chờ xử lý,230143765271772,2026-04-17 23:49:26,,2026-04-15 17:17:09,Tứ Quý Techmart,968254357,Preferred(Non-CB),28150173659,Tấm hắt sáng 80 cm 60 cm 110 cm trợ sáng chụp ảnh quay phim có 2 màu vàng bạc trắng bạc điều chỉnh ánh sáng cực tốt,185358034899,Normal Product,,Cameras & Flycam,Phụ kiện máy ảnh,Thiết bị ánh sáng và phòng chụp,86200,1,XTRA Comm,,26200,,30.00%,7860,3.00%,786,8646,7860,786,8646,,0,0.00%,0,100.00%,8646,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Mới,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
26041845NUKQJW,Đang chờ xử lý,230143541267677,2026-04-17 23:45:41,,2026-04-17 23:37:05,QIHO.,1131855937,C2C(Non-CB),43161264708,Váy nữ cổ tròn tay ngắn phối chân váy xòe lượn sóng đầm nữ ren thiết kế nữ [ V01 ],285945669316,Normal Product,,Thời Trang Nữ,Đầm,,155000,1,XTRA Comm,,127902,,20.00%,20000,4.00%,5116.08,25116.08,20000,5116.08,25116.08,,0,0.00%,0,100.00%,25116.08,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
260418456HENSM,Đang chờ xử lý,230143028292686,2026-04-17 23:37:29,,2026-04-17 20:52:11,Tổng Kho Khung Bằng Khen,1234136731,C2C(Non-CB),25176230970,khung kính pha le cao cấp .a4 (21-30)   .A5(15-21),285374718685,Normal Product,,Nhà cửa & Đời sống,Trang trí nhà cửa,Khung ảnh & vật trang trí tường,72000,10,Shopee Comm,,468000,,20.00%,20000,0.00%,0,20000,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604184502DKU4,Chưa thanh toán,230142810203745,2026-04-17 23:33:30,,2026-04-16 09:13:39,Baine.vn,912629427,Preferred(Non-CB),46352062898,"Áo ỐNG NGẮN Có Mút Ngực Chất Thun Borip CR31, Áo Quây Nữ Có Bigsize Ôm Body Trơn Sexy Tôn Dáng BAINE",415200253926,Normal Product,,Thời Trang Nữ,Áo,Áo ống,46000,1,XTRA Comm,,42780,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Chưa thanh toán,Đơn hàng chưa được thanh toán do đang chờ Người mua hoàn tất thanh toán,Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
26041844X987VV,Đang chờ xử lý,230142750269399,2026-04-17 23:32:30,,2026-04-17 22:14:49,Shop_Thien_Thien_38,1436732799,C2C(Non-CB),28327458296,Đèn đuổi muỗi xông tinh dầu Tam Bảo An từ thiên nhiên an toàn hiệu quả ( Không Hộp ),223866488413,Normal Product,,Nhà cửa & Đời sống,"Chất khử mùi, làm thơm nhà","Máy khuếch tán, tạo ẩm & xông tinh dầu",60000,2,Shopee Comm,,120000,,20.00%,20000,0.00%,0,20000,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
26041844F2TQKU,Đang chờ xử lý,230142240218441,2026-04-17 23:24:01,,2026-04-17 20:37:50,MiniTun,530174402,Preferred(Non-CB),26918541358,"Phấn Phủ Carslan Mini Dạng Nén Kiềm Dầu Chống Nước Ngăn Bóng Dầu 1,5g MiniTun",158899899602,Normal Product,,Sắc Đẹp,Trang điểm,Trang điểm mặt,71999,1,XTRA Comm,,70599,,20.00%,14119.8,2.50%,1764.975,15884.775,14119.8,1764.975,15884.775,,0,0.00%,0,100.00%,15884.775,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
2604184460XUNE,Đang chờ xử lý,230141936250943,2026-04-17 23:18:57,,2026-04-16 20:57:21,GIA DỤNG HÓT.89-SƠN LIÊU,235309761,Preferred(Non-CB),24336686306,"Đèn Pin Siêu Sáng W590-W591 Độ Sáng Lớn Chiếu Xa 500m-1000m Có Chân Đế Chống Nước, Pin Cực Khủng",207851732212,Normal Product,,Thể Thao & Dã Ngoại,Dụng Cụ Thể Thao & Dã Ngoại,Cắm Trại & Dã ngoại,259000,1,Shopee Comm,,227920,,20.00%,20000,0.00%,0,20000,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
26041843EDM36A,Đang chờ xử lý,230141144234525,2026-04-17 23:05:44,,2026-04-17 22:56:54,Anh Phong shop,20571059,Preferred(Non-CB),26281932691,Chân váy voan dáng dài midi 2 lớp in hoa vân nổi nhiều màu sắc 2454,109455598421,Normal Product,,Thời Trang Nữ,Váy,,159000,1,XTRA Comm,,159000,,20.00%,20000,3.00%,4770,24770,20000,4770,24770,,0,0.00%,0,100.00%,24770,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,MuseStudio,chanvayrendai,,,,Others
26041843CAUR6R,Đang chờ xử lý,230141074226855,2026-04-17 23:04:35,,2026-04-17 23:02:19,Chew Berry,711707322,Preferred(Non-CB),25174575447,Chân váy dáng dài 4 tầng tiểu thư trắng đen chất voan có quần bảo hộ,119337465071,Normal Product,,Thời Trang Nữ,Váy,,79000,1,XTRA Comm,,59000,,20.00%,11800,2.00%,1180,12980,11800,1180,12980,,0,0.00%,0,100.00%,12980,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,MuseStudio,chanvayrendai,,,,Others
26041742CSUQ4D,Đang chờ xử lý,230140016211981,2026-04-17 22:46:56,,2026-04-14 21:14:11,Quỳnh Store,199020797,Preferred(Non-CB),14933499482,"Lá táo giả , lá bạc tạo điểm nhấn cho bó hoa",133530458259,Normal Product,,Nhà cửa & Đời sống,Trang trí nhà cửa,Hoa trang trí,25000,1,Shopee Comm,,25000,,20.00%,4761,0.00%,0,4761,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
26041742CSUQ4D,Đang chờ xử lý,230140016211981,2026-04-17 22:46:56,,2026-04-14 21:14:11,Quỳnh Store,199020797,Preferred(Non-CB),20641700419,Vải nỉ mềm khổ 90cm x 90cm,69923499545,Normal Product,,Thời Trang Nữ,Vải,Khác,20000,1,Shopee Comm,,20000,,20.00%,3809,0.00%,0,3809,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
26041742CSUQ4D,Đang chờ xử lý,230140016211981,2026-04-17 22:46:56,,2026-04-14 21:14:11,Quỳnh Store,199020797,Preferred(Non-CB),20641700419,Vải nỉ mềm khổ 90cm x 90cm,129242601380,Normal Product,,Thời Trang Nữ,Vải,Khác,20000,1,Shopee Comm,,20000,,20.00%,3809,0.00%,0,3809,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
26041742CSUQ4D,Đang chờ xử lý,230140016211981,2026-04-17 22:46:56,,2026-04-14 21:14:11,Quỳnh Store,199020797,Preferred(Non-CB),20641700419,Vải nỉ mềm khổ 90cm x 90cm,174318446847,Normal Product,,Thời Trang Nữ,Vải,Khác,20000,1,Shopee Comm,,20000,,20.00%,3809,0.00%,0,3809,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
26041742CSUQ4D,Đang chờ xử lý,230140016211981,2026-04-17 22:46:56,,2026-04-14 21:14:11,Quỳnh Store,199020797,Preferred(Non-CB),20641700419,Vải nỉ mềm khổ 90cm x 90cm,355631655739,Normal Product,,Thời Trang Nữ,Vải,Khác,20000,1,Shopee Comm,,20000,,20.00%,3812,0.00%,0,3812,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
