ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
2604196PPS2SAV,Đang chờ xử lý,230230545259681,2026-04-18 23:55:45,,2026-04-18 19:38:19,ZHOUNA.vn,1066967632,Preferred(CB),26735995891,Ốp điện thoại di động giá đỡ silicon lỏng mới cho iPhone16 15 14 13 12 11 Pro Max bảo vệ camera chống sốc chống rơi mặt sau mềm,168918507874,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Vỏ bao, Ốp lưng & Miếng dán",106920,1,XTRA Comm,,106920,,20.00%,20000,4.00%,4276.8,24276.8,20000,4276.8,24276.8,,0,0.00%,0,100.00%,24276.8,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
2604196N3X50N5,Đang chờ xử lý,230228840293784,2026-04-18 23:27:41,,2026-04-18 23:20:48,SIÊU SALE THỜI TRANG Store,69747572,C2C(Non-CB),11289747384,"Set đồ đôi nam nữ COUPLE STORE hottrend- đồ đôi nam nữ set couple, set couple đi biển, áo đôi nam nữ",253595567396,Normal Product,,Thời Trang Nữ,Bộ,Bộ đồ đôi,339000,1,XTRA Comm,,284760,,20.00%,20000,1.00%,2847.6,22847.6,20000,2847.6,22847.6,,0,0.00%,0,100.00%,22847.6,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Others
2604196MC9VH5C,Đang chờ xử lý,230228047297302,2026-04-18 23:14:28,,2026-04-18 23:10:42,titistore995,1424777520,Preferred(Non-CB),56357798971,Chân váy ren Titistore95 xòe bồng 2 lớp dài 85cm cạp chun siêu xinh,330693790507,Normal Product,,Thời Trang Nữ,Váy,,189000,1,XTRA Comm,,170100,,20.00%,20000,10.00%,17010,37010,20000,17010,37010,,0,0.00%,0,100.00%,37010,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,MuseStudio,chanvayrendai,,,,Facebook
2604196M4KS99R,Đang chờ xử lý,230227788235374,2026-04-18 23:09:48,,2026-04-18 23:07:45,PVN ĐIỆN TỬ,16504852,Preferred(Non-CB),7050771926,"Dây cắm test board 20 cm lõi đồng, mối tiếp xúc tốt và chắc chắn, kết nối siêu nhanh",43558120198,Normal Product,,Thiết Bị Điện Gia Dụng,Mạch điện & Phụ tùng,Khác,14000,1,XTRA Comm,,14000,,20.00%,2800,2.00%,280,3080,2800,280,3080,,0,0.00%,0,100.00%,3080,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,MuseStudio,chanvayrendai,,,,Others
2604196KX6Q2GK,Đang chờ xử lý,230227573207103,2026-04-18 23:06:14,,2026-04-18 20:22:24,Caloriesburned,1291098965,Preferred(Non-CB),25638542233,Đệm Bảo Vệ Đầu Gối / Khuỷu Tay / Khủy Tay / Đầu Gối Cho Bé Chơi Bóng Rổ / Trượt Băng / Bóng Chày,49839384926,Normal Product,,Thể Thao & Dã Ngoại,Dụng Cụ Thể Thao & Dã Ngoại,Thể Thao Ván Trượt,49900,1,XTRA Comm,,42415,,20.00%,8483,2.50%,1060.375,9543.375,8483,1060.375,9543.375,,0,0.00%,0,100.00%,9543.375,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dammaxi,,,,Facebook
2604196KX6Q2GJ,Đang chờ xử lý,230227573207102,2026-04-18 23:06:14,,2026-04-18 20:22:24,H.N.T STUDIOS,833799561,C2C(Non-CB),25546596777,"Váy Jean liền thân sát nách cổ V dáng xuông dài chữ A xòe babydoll, đầm yếm jeans loại 1 thiết kế retro style cho nữ",261244316007,Normal Product,,Thời Trang Nữ,Váy,,385000,1,XTRA Comm,,327250,,20.00%,20000,1.00%,3272.5,23272.5,20000,3272.5,23272.5,,0,0.00%,0,100.00%,23272.5,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dammaxi,,,,Facebook
2604186KFR7DCG,Đang chờ xử lý,230227088250060,2026-04-18 22:58:09,,2026-04-16 23:01:02,kuromi cosmetics,1019872850,Preferred(Non-CB),28287711452,"[GOGO TALES] Bảng Phấn Mắt, Phấn Má Hồng GogoTales 6 Ô Vỏ Hồng Ballet Coquette Sweet Pink Ballet Soft Eyeshadow GT773",168962288676,Normal Product,,Sắc Đẹp,Trang điểm,Trang điểm mắt,119400,1,XTRA Comm,,95520,,20.00%,19104,1.00%,955.2,20059.2,19104,955.2,20059.2,,0,0.00%,0,100.00%,20059.2,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
2604186HB8PUDF,Đang chờ xử lý,230224790275430,2026-04-18 22:19:50,,2026-04-18 08:57:33,Sỉ tận gốc HN,12175328,Preferred(Non-CB),22351097545,Bình uống nước đầu tròn 250ml,216949835480,Normal Product,,Mẹ & Bé,Đồ dùng ăn dặm cho bé,Đồ dùng cho bé,39015,3,XTRA Comm,,93636,,20.00%,18727.2,1.00%,936.36,19663.56,18727.2,936.36,19663.56,,0,0.00%,0,100.00%,19663.56,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604186GWNSJ44,Đang chờ xử lý,230224334235440,2026-04-18 22:12:14,,2026-04-18 07:02:44,Phụ Liệu Tóc HAPPI,34541653,Preferred(Non-CB),24802706159,"❌GIÁ SỈ❌ Combo Bát Chổi Quét Kem Cạo Râu Mềm Mịn,Chổi Đánh Bọt Quét Râu, Cây Cọ Lông mềm Bôi Kem Cạo Râu",310600554311,Normal Product,,Sắc Đẹp,Chăm sóc nam giới,Sản phẩm cạo râu & hớt tóc,75000,1,XTRA Comm,,75000,,20.00%,15000,2.00%,1500,16500,15000,1500,16500,,0,0.00%,0,100.00%,16500,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
2604186GN6YAGV,Đang chờ xử lý,230224050265944,2026-04-18 22:07:30,,2026-04-18 22:02:49,Zenda Việt Nam ,77271218,Preferred(Non-CB),43150521930,Áo Thun Nữ Nhập Khẩu Thái Lan chất liệu cotton cao cấp (P20-PARIS),305040906164,Normal Product,,Thời Trang Nữ,Áo,Áo thun,200000,1,Shopee Comm,,168000,,20.00%,20000,0.00%,0,20000,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,chanvayrendai,,,,Others
