Click id,Thời gian Click,Khu vực Click,Sub_id,Người giới thiệu
8cdc86938bdf2f74a1203c68c9a545a2,2026-04-20 23:58:53,Viet Nam,MuseStudio-chanvayrendai---,Facebook
71cc89e995947ab520953b8a3a73d1d0,2026-04-20 23:56:19,Viet Nam,vaykhongtaycochuv----,Facebook
5fb35bba970fbf226d0978c7a0e07438,2026-04-20 23:56:07,Viet Nam,MuseStudio-dambodynuluatochau---,Facebook
c82629ba947270ef78b4d168736eda39,2026-04-20 23:55:05,Viet Nam,dammaxi----,Facebook
46bab5aa09de46c90f7aa831c5afeb8e,2026-04-20 23:50:57,Viet Nam,MuseStudio-aotodinhdaxanhdam2---,Others
113525d291caf31b78a41ffb328e5593,2026-04-20 23:50:31,Viet Nam,MuseStudio-aotodinhdaxanhdam2---,Facebook
e58c32822b44d66a9d82683dc36f3726,2026-04-20 23:49:42,Viet Nam,MuseStudio-aotodinhdaxanhdamdaitay---,Facebook
3c0b90d2b1eb36801ba7ab1f645f9257,2026-04-20 23:48:41,Viet Nam,MuseStudio-SetBoHePhoiSocDo---,Facebook
cbe4ec401d875434074210696bbc35d1,2026-04-20 23:47:42,Viet Nam,MuseStudio-dambodynuluatochau---,Facebook
ac3b8d7136996ed453e80547c0f5c686,2026-04-20 23:47:28,Viet Nam,MuseStudio-dambodynuluatochau---,Facebook
e944902cbfad860cece12c38e61348c9,2026-04-20 23:47:04,Viet Nam,MuseStudio-chanvayrendai---,Facebook
dc19c32d73afa780f25a8fd2988e8aab,2026-04-20 23:46:48,Viet Nam,dammaxi----,Others
0d231ce8aec157056947ba8e214b0f7e,2026-04-20 23:46:40,United States of America,dammaxi----,Facebook
adb87a08cb893bf720a15d88ec5293d2,2026-04-20 23:46:23,Viet Nam,dammaxi----,Facebook
acc774e532992971caf518338c435b46,2026-04-20 23:46:13,Viet Nam,dammaxi----,Facebook
2b89d9883373a37f9012d62e204ce0fc,2026-04-20 23:45:34,Viet Nam,vaykhongtaycochuv----,Others
f81123e2bf1f07702f61342438386cfc,2026-04-20 23:45:16,Viet Nam,vaykhongtaycochuv----,Facebook
4048f54455921c176a4696fbe9bba4a9,2026-04-20 23:43:44,Viet Nam,dammaxi----,Others
1e478e9e323d2ddf2ef1b4199af83eb2,2026-04-20 23:43:35,Viet Nam,MuseStudio-aotodinhdaxanhdamdaitay---,Facebook
7acbf65a7e3870320e73760d2d511deb,2026-04-20 23:43:07,Viet Nam,MuseStudio-dambodynuluatochau---,Facebook
f820c2ffa8ef229ed470f635b05c17c4,2026-04-20 23:43:04,Viet Nam,MuseStudio-SetBoHePhoiSocDo---,Facebook
d50538eb574d3d3431c1dba6e97228c1,2026-04-20 23:41:56,Viet Nam,MuseStudio-dambodynuluatochau---,Others
938f63f9177ffe97f831d6a31ada0cc7,2026-04-20 23:41:53,Viet Nam,MuseStudio-chanvayrendai---,Facebook
2559f916cc83fb87a400a0efe832a6be,2026-04-20 23:41:50,Viet Nam,vaykhongtaycochuv----,Others
0556508fdb8f999657f7416233d3d3f9,2026-04-20 23:41:43,Viet Nam,MuseStudio-dambodynuluatochau---,Facebook
79fb7cac6d0d608b4ae5010ee45500ff,2026-04-20 23:41:12,Viet Nam,vaykhongtaycochuv----,Others
cd0306e0b8bab5749871488582e32aa2,2026-04-20 23:41:01,Viet Nam,vaykhongtaycochuv----,Facebook
3f4ed23410494e927ef83eaa2985b5da,2026-04-20 23:40:37,Viet Nam,vaykhongtaycochuv----,Facebook
d9914cdf5d3cdcab0d92a2bd6718836a,2026-04-20 23:40:36,Viet Nam,vaykhongtaycochuv----,Facebook
757dbe25e404ceb944f18d3b254c6b24,2026-04-20 23:39:42,Viet Nam,MuseStudio-SetBoHePhoiSocDo---,Others
162d6ac778876788710f609bb33d1f93,2026-04-20 23:39:42,Viet Nam,vaykhongtaycochuv----,Facebook
f5c68ca9e8cf90deb8887ca0e95a3e55,2026-04-20 23:39:04,Viet Nam,vaykhongtaycochuv----,Facebook
6f8df1b17edeb97a9c0707d49a32ac3f,2026-04-20 23:38:48,Viet Nam,MuseStudio-SetBoHePhoiSocDo---,Facebook
b68d527f6199c8f6c0786a5e62625b25,2026-04-20 23:38:11,Viet Nam,MuseStudio-aotodinhdaxanhdamdaitay---,Facebook
67c142dfff75ea316171a8be471174a0,2026-04-20 23:37:52,Viet Nam,dammaxi----,Facebook
b29d17eacc1fa71077e04c7504a9ba37,2026-04-20 23:37:44,Viet Nam,MuseStudio-chanvayrendai---,Facebook
638243f8aff711295d5c9baba6d84878,2026-04-20 23:37:35,Viet Nam,MuseStudio-aotodinhdaxanhdamdaitay---,Facebook
77c5881bf2109331beeaa82ccbc2ed37,2026-04-20 23:37:03,Viet Nam,MuseStudio-aotodinhdaxanhdamdaitay---,Facebook
42f9d30ee1c0ad45c404b9b32baa4ef4,2026-04-20 23:36:58,Viet Nam,MuseStudio-aotodinhdaxanhdamdaitay---,Facebook
6e57f9ed664889134935eb89643a6d3e,2026-04-20 23:32:24,Viet Nam,vaykhongtaycochuv----,Facebook
70d9ad364add14cc383fbe00f88cb0cc,2026-04-20 23:32:19,Viet Nam,MuseStudio-aotodinhdaxanhdamdaitay---,Facebook
e8c943fd2d1189c919f831c8cb01b035,2026-04-20 23:32:05,Viet Nam,vaykhongtaycochuv----,Others
bb29071339c00738e9078cc67ceb5a2a,2026-04-20 23:31:51,Viet Nam,vaykhongtaycochuv----,Facebook
ae5ad25f60db0e4e20c978023edff711,2026-04-20 23:31:21,Viet Nam,vaykhongtaycochuv----,Others
e8b0e15478affd0f5c3c4faa07b51d3a,2026-04-20 23:30:27,Viet Nam,MuseStudio-dambodynuluatochau---,Facebook
a65f4a403e95704abac401e1c6ba0b88,2026-04-20 23:30:05,Viet Nam,vaykhongtaycochuv----,Others
bb0b82886e0deccc1107cf1371882bf1,2026-04-20 23:29:40,Viet Nam,vaykhongtaycochuv----,Others
70b0df63c09c51e28087adee9d8c11a7,2026-04-20 23:29:29,Viet Nam,vaykhongtaycochuv----,Facebook
2ccde78410a87e3c3c31d02f6b14f7b8,2026-04-20 23:29:05,Viet Nam,vaykhongtaycochuv----,Facebook
676a1e501b8b6521dc319ac023996e58,2026-04-20 23:28:14,Viet Nam,MuseStudio-dambodynuluatochau---,Facebook
