ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260423GQD8QEXV,Đang chờ xử lý,230574897245141,2026-04-22 23:35:01,,2026-04-22 04:52:57,Moorea Official Store,648038965,Shopee Mall(Non-CB),26753863424,Quần Độn Mông Và Hông Cao Cấp Đúc Su Không Viền Moorea QD02,137966327110,Normal Product,,Thời Trang Nữ,Đồ lót,Quần lót,105200,1,XTRA Comm,,105200,,20.00%,20000,1.00%,1052,21052,20000,1052,21052,,0,0.00%,0,100.00%,21052,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
260423GQ66P9HK,Đang chờ xử lý,230574660228286,2026-04-22 23:31:00,,2026-04-22 23:16:05,TAMAS_STORE,838499657,Preferred(Non-CB),25421443878,"Tinh Dầu Nguyên Chất Dạng Dây Treo Hương Sả Chanh, Quế, Bạc Hà, Lavender,Cam Ngọt,..Khử Mùi,Thư Giãn",207401980591,Normal Product,,Nhà cửa & Đời sống,"Chất khử mùi, làm thơm nhà",Tinh dầu thơm,52500,1,XTRA Comm,,41999,,20.00%,5215,2.50%,1049.975,6264.975,20000,4026.15,24026.15,,0,0.00%,0,100.00%,24026.15,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Others
260423GQ66P9HK,Đang chờ xử lý,230574660228286,2026-04-22 23:31:00,,2026-04-22 23:16:05,TAMAS_STORE,838499657,Preferred(Non-CB),25707280182,"Tinh Dầu Nguyên Chất TAMAS 5ml, 10ml, Giúp Thơm Phòng, Khử Mùi, Đuổi Muỗi.",207735136162,Normal Product,,Nhà cửa & Đời sống,"Chất khử mùi, làm thơm nhà",Tinh dầu thơm,45000,1,XTRA Comm,,36001,,20.00%,4470,2.50%,900.025,5370.025,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Others
260423GQ66P9HK,Đang chờ xử lý,230574660228286,2026-04-22 23:31:00,,2026-04-22 23:16:05,TAMAS_STORE,838499657,Preferred(Non-CB),26609235326,"Tinh dầu nguyên chất xông phòng đuổi muỗi TAMAS 50ml mùi tự chọn : Sả chanh, Quế, Cam, Bạc hà, Tràm gió, Oải hương,...",187758254993,Normal Product,,Nhà cửa & Đời sống,"Chất khử mùi, làm thơm nhà",Tinh dầu thơm,139000,1,XTRA Comm,,83046,,20.00%,10315,2.50%,2076.15,12391.15,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Others
260423GPBCE3DS,Đang chờ xử lý,230573760271103,2026-04-22 23:16:01,,2026-04-22 12:19:22,ADO JEANS - XƯỞNG MAY AN ĐÔNG,51005967,Preferred(Non-CB),25180346913,Quần short Jeans  nữ cạp cao dáng suông basic chuẩn form tôn dáng -chất Jeans bò cao cấp có bigsize (Mã N08),148625541476,Normal Product,,Thời Trang Nữ,Quần jeans,,169000,1,Shopee Comm,,169000,,20.00%,20000,0.00%,0,20000,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,chanvayrendai,,,,Others
260423GP7EJAFP,Đang chờ xử lý,230573629293037,2026-04-22 23:14:10,,2026-04-19 18:57:42,Shop thời trang ha thanh,34763289,Preferred(Non-CB),15178032421,Mũ Lưỡi Trai Vải Bò Cá Tính Cho Nam - Hàng Cao Cấp Tự Chụp Bò,153999861494,Normal Product,,Phụ Kiện Thời Trang,Mũ,,200000,1,XTRA Comm,,176000,,20.00%,20000,1.50%,2640,22640,20000,2640,22640,,0,0.00%,0,100.00%,22640,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Facebook
260423GP68BFKQ,Đã hủy,230573588224353,2026-04-22 23:13:08,--,2026-04-22 18:54:41,Nashinshop,28004991,Preferred(Non-CB),26830861615,Áo bra xốp viền bèo cực hot cho mùa đi biển du lịch,159091785990,Normal Product,,Thời Trang Nữ,Áo,Áo hai dây và ba lỗ,65000,0,XTRA Comm,,0,109200,20.00%,0,1.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
260423GP68BFKQ,Đã hủy,230573588224353,2026-04-22 23:13:08,--,2026-04-22 18:54:41,Nashinshop,28004991,Preferred(Non-CB),26830861615,Áo bra xốp viền bèo cực hot cho mùa đi biển du lịch,159091785991,Normal Product,,Thời Trang Nữ,Áo,Áo hai dây và ba lỗ,65000,0,XTRA Comm,,0,109200,20.00%,0,1.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
260423GP68BFKQ,Đã hủy,230573588224353,2026-04-22 23:13:08,--,2026-04-22 18:54:41,Nashinshop,28004991,Preferred(Non-CB),26830861615,Áo bra xốp viền bèo cực hot cho mùa đi biển du lịch,159091785992,Normal Product,,Thời Trang Nữ,Áo,Áo hai dây và ba lỗ,65000,0,XTRA Comm,,0,54600,20.00%,0,1.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
260423GP68BFKQ,Đã hủy,230573588224353,2026-04-22 23:13:08,--,2026-04-22 18:54:41,Nashinshop,28004991,Preferred(Non-CB),26830861615,Áo bra xốp viền bèo cực hot cho mùa đi biển du lịch,159091785993,Normal Product,,Thời Trang Nữ,Áo,Áo hai dây và ba lỗ,65000,0,XTRA Comm,,0,54600,20.00%,0,1.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
260423GP68BFKQ,Đã hủy,230573588224353,2026-04-22 23:13:08,--,2026-04-22 18:54:41,Nashinshop,28004991,Preferred(Non-CB),26830861615,Áo bra xốp viền bèo cực hot cho mùa đi biển du lịch,159091785994,Normal Product,,Thời Trang Nữ,Áo,Áo hai dây và ba lỗ,65000,0,XTRA Comm,,0,54600,20.00%,0,1.50%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
260423GNFFRYBY,Đang chờ xử lý,230572824259807,2026-04-22 23:00:24,,2026-04-22 22:57:31,THỰC PHẨM SẠCH MẸ RÔ SỐ 1,104828612,Preferred(Non-CB),6982670296,"Hạt điều sấy nguyên vị không lụa không muối. Có hồ sơ công bố, xuất hóa đơn công ty đầy đủ",126980409487,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Các loại đậu sấy khô,110000,1,XTRA Comm,,110000,,20.00%,20000,5.00%,5500,25500,20000,5500,25500,,0,0.00%,0,100.00%,25500,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,dambodynuluatochau,,,,Facebook
260422GM9V8TCH,Đang chờ xử lý,230571562287437,2026-04-22 22:39:22,,2026-04-22 04:46:13,Venfish.AI,1563276751,Preferred(Non-CB),41857872002,"Chuột không dây bluetooth sạc pin điều khiển bằng giọng nói, chuột AI điều khiển bằng giọng nói",168984171344,Normal Product,,Máy tính & Laptop,Chuột & Bàn Phím,Chuột Máy Tính,199000,1,XTRA Comm,,175120,,20.00%,20000,5.00%,8756,28756,20000,8756,28756,,0,0.00%,0,100.00%,28756,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,chanvayrendai,,,,Others
260422GKMWT3N3,Đang chờ xử lý,230570859261803,2026-04-22 22:27:39,,2026-04-19 10:57:15,Kho Bỉm Chính Hãng 196,1796470306,C2C(Non-CB),57858470201,[Không Quà] Tã Bỉm Momoji extra soft Siêu thấm hút phiên bản Extra Soft mới NB64/S60/M56/L54/XL50/XXL48,335752344211,Normal Product,,Mẹ & Bé,Tã & bô em bé,Tã dùng một lần,239000,1,XTRA Comm,,189288,,20.00%,10000,1.00%,1892.88,11892.88,20000,3785.76,23785.76,,0,0.00%,0,100.00%,23785.76,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
