ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260422E8AJHX6G,Đang chờ xử lý,230489981277848,2026-04-21 23:59:41,,2026-04-21 23:08:18,SHI SHANG,14841917,Preferred(Non-CB),52108441373,"[𝐇𝐞̀ 𝟐𝟎𝟐𝟔] Váy 2 Dây Đi Biển Dáng Maxi Chun Lưng Có Bigsize, Đầm Đi Du Lịch Xòe Tầng by Shi Shang",330749123055,Normal Product,,Thời Trang Nữ,Đầm,,348000,1,XTRA Comm,,283920,,20.00%,20000,1.50%,4258.8,24258.8,20000,4258.8,24258.8,,0,0.00%,0,100.00%,24258.8,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260421E4UYDB5K,Đang chờ xử lý,230486270212799,2026-04-21 22:57:50,,2026-04-21 22:28:16,MITANO.Store,984376111,Preferred(Non-CB),43106793012,"[HÀNG LOẠI 1] Combo 4 Quần Lót Bé Trai họa tiết hoạt hình size 30-72kg, sịp bé trai thun lạnh co dãn",270573725990,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Đồ lót,99680,1,XTRA Comm,,99680,,0.00%,0,1.50%,1495.2,1495.2,0,1495.2,1495.2,,0,0.00%,0,100.00%,1495.2,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260421E44FXA47,Đang chờ xử lý,230485482241261,2026-04-21 22:44:46,,2026-04-21 22:43:09,titistore995,1424777520,Preferred(Non-CB),56357798971,Chân váy ren Titistore95 xòe bồng 2 lớp dài 85cm cạp chun siêu xinh,330693790506,Normal Product,,Thời Trang Nữ,Váy,,189000,1,XTRA Comm,,189000,,20.00%,20000,10.00%,18900,38900,20000,18900,38900,,0,0.00%,0,100.00%,38900,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,MuseStudio,chanvayrendai,,,,Facebook
260421E41NBRQQ,Đang chờ xử lý,230485387261878,2026-04-21 22:43:07,,2026-04-20 18:17:13,TBYT - KHANH DAT JSC,290516600,C2C(Non-CB),20883320976,"Bọc bảo vệ vết thương cho người bị chấn thương, sau phẫu thuật",128719917662,Normal Product,,Sức Khỏe,Vật tư y tế,Khác,225000,1,Shopee Comm,,198000,,20.00%,20000,0.00%,0,20000,20000,0,20000,,0,0.00%,0,100.00%,20000,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,vaykhongtaycochuv,,,,,Facebook
260421E3YYY076,Đang chờ xử lý,230485331278035,2026-04-21 22:42:11,,2026-04-21 22:28:35,Hà Chuyên Giày,107955203,Preferred(Non-CB),19765058717,Dép Nữ Thắt Nơ Khoá Gấu Mới,88489530805,Normal Product,,Giày Dép Nữ,Xăng-đan và dép,Xăng-đan đế bằng,59000,1,XTRA Comm,,49788,,20.00%,8550,1.50%,746.82,9296.82,20000,1746.75,21746.75,,0,0.00%,0,100.00%,21746.75,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260421E3YYY076,Đang chờ xử lý,230485331278035,2026-04-21 22:42:11,,2026-04-21 22:28:35,Hà Chuyên Giày,107955203,Preferred(Non-CB),29206539473,Dép kẹp xỏ ngón đế cao sơn màu độc lạ hot hit,176597745541,Normal Product,,Giày Dép Nữ,Xăng-đan và dép,Dép kẹp/ dép xỏ ngón,79000,1,XTRA Comm,,66662,,20.00%,11450,1.50%,999.93,12449.93,0,0,0,,0,0.00%,0,100.00%,0,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Facebook
260421E3SA9U06,Đang chờ xử lý,230485107233607,2026-04-21 22:38:27,,2026-04-21 22:31:51,Xưởng May Hường Cường,756063328,C2C(Non-CB),29183468117,[ Mua Váy Tặng Áo ] Chân Váy Ren Dáng Dài Sang Chảnh hàng QC loại 1,168864660634,Normal Product,,Thời Trang Nữ,Váy,,174200,1,XTRA Comm,,156780,,20.00%,20000,5.00%,7839,27839,20000,7839,27839,,0,0.00%,0,100.00%,27839,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,MuseStudio,chanvayrendai,,,,Others
260421E39TDCUG,Đang chờ xử lý,230484587255259,2026-04-21 22:29:47,,2026-04-19 16:22:47,Thủy Sản Nam Dương,494232498,Preferred(Non-CB),40311244074,"Ốc Nhồi, ốc bươu đen sưng vòi đi ngoài đường ruôt, thu,ốc ốc Ấn Độ",99213535691,Normal Product,,Chăm Sóc Thú Cưng,Thức ăn cho thú cưng,Thức ăn cho cá,205000,2,XTRA Comm,,344400,,0.00%,0,12.50%,43050,43050,0,43050,43050,,0,0.00%,0,100.00%,43050,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,aotodinhdaxanhdamdaitay,,,,Others
260421E34EQEQ4,Đang chờ xử lý,230484407226577,2026-04-21 22:26:47,,2026-04-21 22:19:18,Thời Trang Khoai Kisd,912438312,C2C(Non-CB),53458012322,"[Deal Mở Bán] 15-70kg Áo Khoác Sơ Mi Nhung Tăm, Chống Nắng Thời Trang Phong Cách Bộ Đôi cả Mẹ Và Bé",390712356387,Normal Product,,Thời Trang Nữ,Áo khoác,Áo khoác ngoài,140300,1,XTRA Comm,,104383,,20.00%,20000,4.50%,4697.235,24697.235,20000,4697.235,24697.235,,0,0.00%,0,100.00%,24697.235,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,MuseStudio,SetBoHePhoiSocDo,,,,Others
260421E331X1DR,Đang chờ xử lý,230484360259680,2026-04-21 22:26:01,,2026-04-21 20:00:58,VISECRET_BRA,1190625065,Shopee Mall(Non-CB),25830295723,Miếng Dán Silicone Cao Cấp VISECRET Có Lỗ Thoáng Khí Chống Đọng Mồ Hôi Có Thể Tái Sửa Dụng -- 231061,39422650766,Normal Product,,Thời Trang Nữ,Đồ lót,Phụ kiện đồ lót,30000,1,XTRA Comm,,30000,,20.00%,6000,4.00%,1200,7200,6000,1200,7200,,0,0.00%,0,100.00%,7200,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ các Shop khác nhau,Đã tồn tại,dammaxi,,,,,Others
